batch_idx,group,rank,Q,R,W,M1,M2,theta_true,theta_est,pred_mu,pred_sigma,actual_y
65,candidate,3,51,50,10,1,1,29.79314196362086,28.301789034295332,424241.1991616685,201943.72438015786,395398.0
65,candidate,4,50,53,10,1,1,29.79314196362086,28.301789034295332,424236.5964107517,201945.32817641812,395559.0
65,candidate,5,51,51,10,1,1,29.79314196362086,28.301789034295332,424115.3976699368,201917.89157168395,395205.0
65,baseline,1,64,90,11,3,2,29.79314196362086,28.301789034295332,1151826.125,0.0,392773.0
65,baseline,2,57,91,11,3,2,29.79314196362086,28.301789034295332,1148794.875,0.0,397406.0
65,baseline,3,59,93,11,3,2,29.79314196362086,28.301789034295332,1148783.625,0.0,394457.0
65,baseline,4,56,94,10,3,2,29.79314196362086,28.301789034295332,1146001.0,0.0,397005.0
65,baseline,5,52,91,10,3,2,29.79314196362086,28.301789034295332,1143635.0,0.0,400818.0
66,candidate,1,50,50,10,1,1,30.0,28.484816227776875,428625.57346548996,202300.0254361705,394562.0
66,candidate,2,50,51,10,1,1,30.0,28.484816227776875,428599.3136279332,202294.1869127351,394353.0
66,candidate,3,50,52,10,1,1,30.0,28.484816227776875,428567.04946422455,202287.9335535296,394175.0
66,candidate,4,50,53,10,1,1,30.0,28.484816227776875,428528.8095040339,202281.26687950865,394067.0
66,candidate,5,50,54,10,1,1,30.0,28.484816227776875,428484.628583061,202274.1888385898,393686.0
66,baseline,1,64,90,11,3,2,30.0,28.484816227776875,1151826.125,0.0,389314.0
66,baseline,2,57,91,11,3,2,30.0,28.484816227776875,1148794.875,0.0,393631.0
66,baseline,3,59,93,11,3,2,30.0,28.484816227776875,1148783.625,0.0,390670.0
66,baseline,4,56,94,10,3,2,30.0,28.484816227776875,1146001.0,0.0,393261.0
66,baseline,5,52,91,10,3,2,30.0,28.484816227776875,1143635.0,0.0,397137.0
67,candidate,1,50,50,10,1,1,30.0,28.59774921207127,429230.035953559,201797.05386821044,394726.0
67,candidate,2,50,51,10,1,1,30.0,28.59774921207127,429213.0772616475,201792.8749629295,394353.0
67,candidate,3,50,52,10,1,1,30.0,28.59774921207127,429188.5547604694,201787.91450675402,394175.0
67,candidate,4,50,53,10,1,1,30.0,28.59774921207127,429156.49071625865,201782.17373059265,394067.0
67,candidate,5,50,54,10,1,1,30.0,28.59774921207127,429116.91594179627,201775.6549002954,393686.0
67,baseline,1,64,90,11,3,2,30.0,28.59774921207127,1151826.125,0.0,389314.0
67,baseline,2,57,91,11,3,2,30.0,28.59774921207127,1148794.875,0.0,393631.0
67,baseline,3,59,93,11,3,2,30.0,28.59774921207127,1148783.625,0.0,390670.0
67,baseline,4,56,94,10,3,2,30.0,28.59774921207127,1146001.0,0.0,393261.0
67,baseline,5,52,91,10,3,2,30.0,28.59774921207127,1143635.0,0.0,397137.0
68,candidate,1,50,50,10,1,1,30.0,28.594602765698994,430269.8883759093,201927.46920290068,394726.0
68,candidate,2,50,51,10,1,1,30.0,28.594602765698994,430253.025508016,201923.26642565642,394353.0
68,candidate,3,50,52,10,1,1,30.0,28.594602765698994,430227.79440023564,201918.06832470198,394175.0
68,candidate,4,50,53,10,1,1,30.0,28.594602765698994,430194.2182862087,201911.87672846185,394067.0
68,candidate,5,50,54,10,1,1,30.0,28.594602765698994,430152.32987493294,201904.69487126733,393686.0
68,baseline,1,64,90,11,3,2,30.0,28.594602765698994,1151826.125,0.0,389314.0
68,baseline,2,57,91,11,3,2,30.0,28.594602765698994,1148794.875,0.0,393631.0
68,baseline,3,59,93,11,3,2,30.0,28.594602765698994,1148783.625,0.0,390670.0
68,baseline,4,56,94,10,3,2,30.0,28.594602765698994,1146001.0,0.0,393261.0
68,baseline,5,52,91,10,3,2,30.0,28.594602765698994,1143635.0,0.0,397137.0
69,candidate,1,50,50,10,1,1,28.23719209548268,28.524480889499557,428755.7065678306,201211.37598959304,428917.0
69,candidate,2,50,51,10,1,1,28.23719209548268,28.524480889499557,428736.4367630677,201206.70470213285,428687.0
69,candidate,3,50,52,10,1,1,28.23719209548268,28.524480889499557,428708.426292522,201200.91875743007,428481.0
69,candidate,4,50,53,10,1,1,28.23719209548268,28.524480889499557,428671.7014592508,201194.02078035445,428375.0
69,candidate,5,50,54,10,1,1,28.23719209548268,28.524480889499557,428626.2982245493,201186.01500371986,428006.0
69,baseline,1,64,90,11,3,2,28.23719209548268,28.524480889499557,1151826.125,0.0,426990.0
69,baseline,2,57,91,11,3,2,28.23719209548268,28.524480889499557,1148794.875,0.0,432267.0
69,baseline,3,59,93,11,3,2,28.23719209548268,28.524480889499557,1148783.625,0.0,429629.0
69,baseline,4,56,94,10,3,2,28.23719209548268,28.524480889499557,1146001.0,0.0,431701.0
69,baseline,5,52,91,10,3,2,28.23719209548268,28.524480889499557,1143635.0,0.0,435029.0
70,candidate,1,54,52,10,1,1,30.0,28.533339126905155,434456.39630052587,202816.9054335954,391127.0
70,candidate,2,54,53,10,1,1,30.0,28.533339126905155,434452.81945913634,202817.01017020494,390823.0
70,candidate,3,54,51,10,1,1,30.0,28.533339126905155,434446.75893202703,202815.34349821205,391402.0
70,candidate,4,54,50,10,1,1,30.0,28.533339126905155,434423.94260487583,202812.33177779417,391681.0
70,candidate,5,54,55,10,1,1,30.0,28.533339126905155,434405.99322165264,202812.82455938568,390378.0
70,baseline,1,64,90,11,3,2,30.0,28.533339126905155,1151826.125,0.0,389314.0
70,baseline,2,57,91,11,3,2,30.0,28.533339126905155,1148794.875,0.0,393631.0
70,baseline,3,59,93,11,3,2,30.0,28.533339126905155,1148783.625,0.0,390670.0
70,baseline,4,56,94,10,3,2,30.0,28.533339126905155,1146001.0,0.0,393261.0
70,baseline,5,52,91,10,3,2,30.0,28.533339126905155,1143635.0,0.0,397137.0
71,candidate,1,50,54,10,1,1,30.0,28.65808102862559,434575.6536701798,202758.43331904677,393686.0
71,candidate,2,50,53,10,1,1,30.0,28.65808102862559,434567.4132883946,202754.28675032855,394067.0
71,candidate,3,50,55,10,1,1,30.0,28.65808102862559,434564.2170578813,202760.11044460288,393373.0
71,candidate,4,50,52,10,1,1,30.0,28.65808102862559,434539.5305695714,202747.68696514983,394175.0
71,candidate,5,50,56,10,1,1,30.0,28.65808102862559,434533.1117687968,202759.3058497209,393013.0
71,baseline,1,64,90,11,3,2,30.0,28.65808102862559,1151826.125,0.0,389314.0
71,baseline,2,57,91,11,3,2,30.0,28.65808102862559,1148794.875,0.0,393631.0
71,baseline,3,59,93,11,3,2,30.0,28.65808102862559,1148783.625,0.0,390670.0
71,baseline,4,56,94,10,3,2,30.0,28.65808102862559,1146001.0,0.0,393261.0
71,baseline,5,52,91,10,3,2,30.0,28.65808102862559,1143635.0,0.0,397137.0
72,candidate,1,54,50,10,1,1,30.0,28.63963019403014,433027.6999217108,202144.6447411007,391681.0
72,candidate,2,54,51,10,1,1,30.0,28.63963019403014,432981.6812262496,202133.49818972393,391402.0
72,candidate,3,54,54,10,1,1,30.0,28.63963019403014,432760.90417050663,202090.51618240346,390716.0
72,candidate,4,54,55,10,1,1,30.0,28.63963019403014,432660.06688142486,202073.06437319273,390378.0
72,candidate,5,54,56,10,1,1,30.0,28.63963019403014,432545.8296391788,202054.08349736876,390025.0
72,baseline,1,64,90,11,3,2,30.0,28.63963019403014,1151826.125,0.0,389314.0
72,baseline,2,57,91,11,3,2,30.0,28.63963019403014,1148794.875,0.0,393631.0
72,baseline,3,59,93,11,3,2,30.0,28.63963019403014,1148783.625,0.0,390670.0
72,baseline,4,56,94,10,3,2,30.0,28.63963019403014,1146001.0,0.0,393261.0
72,baseline,5,52,91,10,3,2,30.0,28.63963019403014,1143635.0,0.0,397137.0
73,candidate,1,50,50,10,1,1,29.50567436423392,28.710897646682977,431314.3397744904,201903.24759726538,400197.0
73,candidate,2,50,51,10,1,1,29.50567436423392,28.710897646682977,431248.2735880124,201887.78604083063,399986.0
73,candidate,3,50,52,10,1,1,29.50567436423392,28.710897646682977,431163.64341482916,201869.84583280756,399783.0
73,candidate,4,50,53,10,1,1,29.50567436423392,28.710897646682977,431060.5876654167,201849.45455731638,399692.0
73,candidate,5,50,54,10,1,1,29.50567436423392,28.710897646682977,430939.280284416,201826.64438615917,399309.0
73,baseline,1,64,90,11,3,2,29.50567436423392,28.710897646682977,1151826.125,0.0,396935.0
73,baseline,2,57,91,11,3,2,29.50567436423392,28.710897646682977,1148794.875,0.0,401948.0
73,baseline,3,59,93,11,3,2,29.50567436423392,28.710897646682977,1148783.625,0.0,399059.0
73,baseline,4,56,94,10,3,2,29.50567436423392,28.710897646682977,1146001.0,0.0,401526.0
73,baseline,5,52,91,10,3,2,29.50567436423392,28.710897646682977,1143635.0,0.0,405261.0
74,candidate,1,50,50,10,1,1,30.0,28.676864791356905,431700.43976649205,201806.03981868108,394562.0
74,candidate,2,50,51,10,1,1,30.0,28.676864791356905,431630.16512268985,201789.78821817983,394353.0
74,candidate,3,50,52,10,1,1,30.0,28.676864791356905,431540.20781476004,201770.8342465837,394175.0
74,candidate,4,50,53,10,1,1,30.0,28.676864791356905,431430.7231758423,201749.20822136351,394067.0
74,candidate,5,50,54,10,1,1,30.0,28.676864791356905,431301.9059094063,201724.9462703559,393686.0
74,baseline,1,64,90,11,3,2,30.0,28.676864791356905,1151826.125,0.0,389314.0
74,baseline,2,57,91,11,3,2,30.0,28.676864791356905,1148794.875,0.0,393631.0
74,baseline,3,59,93,11,3,2,30.0,28.676864791356905,1148783.625,0.0,390670.0
74,baseline,4,56,94,10,3,2,30.0,28.676864791356905,1146001.0,0.0,393261.0
74,baseline,5,52,91,10,3,2,30.0,28.676864791356905,1143635.0,0.0,397137.0
75,candidate,1,50,50,10,1,1,28.943655223989364,28.686808275556608,435124.72316927166,202512.61501908433,414507.0
75,candidate,2,50,51,10,1,1,28.943655223989364,28.686808275556608,435050.8236394727,202495.9043088658,414309.0
75,candidate,3,50,52,10,1,1,28.943655223989364,28.686808275556608,434960.02576451143,202476.9057891696,414101.0
75,candidate,4,50,53,10,1,1,28.943655223989364,28.686808275556608,434852.4607937893,202455.64463025366,414000.0
75,candidate,5,50,54,10,1,1,28.943655223989364,28.686808275556608,434728.2884605639,202432.15017408435,413616.0
75,baseline,1,64,90,11,3,2,28.943655223989364,28.686808275556608,1151826.125,0.0,410787.0
75,baseline,2,57,91,11,3,2,28.943655223989364,28.686808275556608,1148794.875,0.0,416425.0
75,baseline,3,59,93,11,3,2,28.943655223989364,28.686808275556608,1148783.625,0.0,413674.0
75,baseline,4,56,94,10,3,2,28.943655223989364,28.686808275556608,1146001.0,0.0,415921.0
75,baseline,5,52,91,10,3,2,28.943655223989364,28.686808275556608,1143635.0,0.0,419469.0
76,candidate,1,50,50,10,1,1,29.470777582547825,28.630500151290363,436488.7924961567,202954.46645494024,400226.0
76,candidate,2,50,51,10,1,1,29.470777582547825,28.630500151290363,436411.24331996933,202936.5869972328,399998.0
76,candidate,3,50,52,10,1,1,29.470777582547825,28.630500151290363,436309.77211728453,202915.27306218422,399802.0
76,candidate,4,50,53,10,1,1,29.470777582547825,28.630500151290363,436184.591039942,202890.56537385678,399702.0
76,candidate,5,50,54,10,1,1,29.470777582547825,28.630500151290363,436035.9684901939,202862.51433727748,399337.0
76,baseline,1,64,90,11,3,2,29.470777582547825,28.630500151290363,1151826.125,0.0,396879.0
76,baseline,2,57,91,11,3,2,29.470777582547825,28.630500151290363,1148794.875,0.0,401949.0
76,baseline,3,59,93,11,3,2,29.470777582547825,28.630500151290363,1148783.625,0.0,399062.0
76,baseline,4,56,94,10,3,2,29.470777582547825,28.630500151290363,1146001.0,0.0,401516.0
76,baseline,5,52,91,10,3,2,29.470777582547825,28.630500151290363,1143635.0,0.0,405234.0
77,candidate,1,50,50,10,1,1,30.0,28.716178728219965,435841.6082387714,202625.0158892665,394562.0
77,candidate,2,50,51,10,1,1,30.0,28.716178728219965,435760.6631016992,202606.60048271183,394353.0
77,candidate,3,50,52,10,1,1,30.0,28.716178728219965,435656.29417227913,202584.78861356757,394175.0
77,candidate,4,50,53,10,1,1,30.0,28.716178728219965,435528.7135115439,202559.6203567217,394067.0
77,candidate,5,50,54,10,1,1,30.0,28.716178728219965,435378.1866210236,202531.14565509828,393686.0
77,baseline,1,64,90,11,3,2,30.0,28.716178728219965,1151826.125,0.0,389314.0
77,baseline,2,57,91,11,3,2,30.0,28.716178728219965,1148794.875,0.0,393631.0
77,baseline,3,59,93,11,3,2,30.0,28.716178728219965,1148783.625,0.0,390670.0
77,baseline,4,56,94,10,3,2,30.0,28.716178728219965,1146001.0,0.0,393261.0
77,baseline,5,52,91,10,3,2,30.0,28.716178728219965,1143635.0,0.0,397137.0
78,candidate,1,50,50,10,1,1,30.0,28.680588973289954,435465.8741228256,202503.19244265725,394726.0
78,candidate,2,50,51,10,1,1,30.0,28.680588973289954,435384.13446023705,202484.86080522247,394353.0
78,candidate,3,50,52,10,1,1,30.0,28.680588973289954,435282.4469252218,202463.69450006314,394175.0
78,candidate,4,50,53,10,1,1,30.0,28.680588973289954,435160.98405213264,202439.72600254847,394067.0
78,candidate,5,50,54,10,1,1,30.0,28.680588973289954,435019.956977079,202412.99479881884,393686.0
78,baseline,1,64,90,11,3,2,30.0,28.680588973289954,1151826.125,0.0,389314.0
78,baseline,2,57,91,11,3,2,30.0,28.680588973289954,1148794.875,0.0,393631.0
78,baseline,3,59,93,11,3,2,30.0,28.680588973289954,1148783.625,0.0,390670.0
78,baseline,4,56,94,10,3,2,30.0,28.680588973289954,1146001.0,0.0,393261.0
78,baseline,5,52,91,10,3,2,30.0,28.680588973289954,1143635.0,0.0,397137.0
79,candidate,1,50,50,10,1,1,30.0,28.75721405536847,435321.0492913375,202648.0627057024,394726.0
79,candidate,2,50,51,10,1,1,30.0,28.75721405536847,435237.0026586466,202629.4426330852,394353.0
79,candidate,3,50,52,10,1,1,30.0,28.75721405536847,435135.3861562215,202608.35282849742,394175.0
79,candidate,4,50,53,10,1,1,30.0,28.75721405536847,435016.3495771392,202584.821296564,394067.0
79,candidate,5,50,54,10,1,1,30.0,28.75721405536847,434880.07234735455,202558.88139770395,393686.0
79,baseline,1,64,90,11,3,2,30.0,28.75721405536847,1151826.125,0.0,389314.0
79,baseline,2,57,91,11,3,2,30.0,28.75721405536847,1148794.875,0.0,393631.0
79,baseline,3,59,93,11,3,2,30.0,28.75721405536847,1148783.625,0.0,390670.0
79,baseline,4,56,94,10,3,2,30.0,28.75721405536847,1146001.0,0.0,393261.0
79,baseline,5,52,91,10,3,2,30.0,28.75721405536847,1143635.0,0.0,397137.0
